promo_id,headline,touchpoint,category,brand,brand_tier,sku,period,campaign_objective,budget_tier,budget_million_idr,duration_days,target_age_group,target_income_level,target_region,color_scheme,imagery_type,cta_style,tone,promo_type,kpi_lift,kpi_roi,ctr,conversion_rate,engagement_rate,roas,headline_length,description,description_length,kpi_lift_quartile,kpi_roi_quartile
PROMO147,BONUS Sticker - Mega Hemat!,radio,Beverages,Teh Botol Sosro,economy,TEH-BEV-952,2024-Q4,awareness,high,2079,60,26-35,Middle,Makassar,Yellow-Energy,Family,Authoritative,Fun,free_gift,0.274,3.3,0.0111,0.046,0.09,3.5,27,Free_Gift campaign for Teh Botol Sosro Beverages targeting 26-35 demographic in Makassar,88,Medium-Low,Medium-Low
PROMO148,DAPAT CASHBACK Rp 10000 - Weekend Special!,tv,Beverages,Nestlé,mass,NES-BEV-106,2024-Q3,retention,low,302,45,36-45,Middle,Surabaya,Red-Bold,Product-Focus,Emotional,Serious,cashback,0.115,2.4,0.0739,0.048,0.202,2.2,42,Cashback campaign for Nestlé Beverages targeting 36-45 demographic in Surabaya,78,Low,Low
PROMO149,FREE Sample - Limited Time!,flyer,Dairy,Kalbe,economy,KAL-DAI-315,2025-Q2,acquisition,high,2096,60,46-55,Low,Depok,Yellow-Energy,Family,Emotional,Exciting,free_gift,0.225,3.3,0.0504,0.109,0.18,3.2,27,Free_Gift campaign for Kalbe Dairy targeting 46-55 demographic in Depok,71,Medium-Low,Medium-Low
PROMO150,CASHBACK SPECIAL - Terbatas!,digital,Personal Care,Nivea,mass,NIV-PER-490,2025-Q2,conversion,medium,1385,90,55+,Middle,Surabaya,Purple-Premium,Family,Friendly,Fun,cashback,0.481,4.3,0.0366,0.164,0.063,3.6,28,Cashback campaign for Nivea Personal Care targeting 55+ demographic in Surabaya,79,High,Medium-Low
PROMO151,DAPAT CASHBACK Rp 10000 - Flash Sale!,digital,Beverages,Aqua,premium,AQU-BEV-120,2024-Q4,conversion,medium,1027,21,36-45,Upper-Middle,Makassar,Green-Fresh,Animation,Authoritative,Caring,cashback,0.409,4.8,0.0354,0.149,0.209,5.6,37,Cashback campaign for Aqua Beverages targeting 36-45 demographic in Makassar,76,Medium-High,Medium-High
PROMO152,BUY 1 GET 2 FREE - Pantene Personal Care!,in-store,Personal Care,Pantene,premium,PAN-PER-768,2024-Q3,upselling,medium,1142,21,55+,High,Surabaya,Red-Bold,Lifestyle,Professional,Trustworthy,bogo,0.354,4.4,0.0366,0.09,0.218,4.0,41,Bogo campaign for Pantene Personal Care targeting 55+ demographic in Surabaya,77,Medium-High,Medium-Low
PROMO153,COMBO SPECIAL - Lebih Hemat!,flyer,Snacks,PepsiCo,mass,PEP-SNA-368,2025-Q2,retention,high,2681,7,46-55,Low,Jakarta,Black-Elegant,Celebrity,Authoritative,Caring,bundle,0.201,2.7,0.0506,0.08,0.113,3.2,28,Bundle campaign for PepsiCo Snacks targeting 46-55 demographic in Jakarta,73,Low,Low
PROMO154,CASHBACK SPECIAL - Hari Ini Saja!,in-store,Dairy,Ultra Milk,economy,ULT-DAI-455,2024-Q4,retention,low,323,21,26-35,High,Bekasi,Yellow-Energy,Animation,Emotional,Serious,cashback,0.137,1.5,0.0453,0.053,0.147,1.6,33,Cashback campaign for Ultra Milk Dairy targeting 26-35 demographic in Bekasi,76,Low,Low
PROMO155,BUY 2 GET 2 FREE - Lifebuoy Personal Care!,digital,Personal Care,Lifebuoy,economy,LIF-PER-832,2025-Q1,acquisition,medium,1011,14,18-25,Upper-Middle,Medan,Yellow-Energy,Animation,Playful,Premium,bogo,0.322,3.4,0.0277,0.087,0.17,3.1,42,Bogo campaign for Lifebuoy Personal Care targeting 18-25 demographic in Medan,77,Medium-High,Medium-Low
PROMO156,BONUS Tumbler - Best Deal!,in-store,Beauty,Nivea,premium,NIV-BEA-204,2024-Q3,acquisition,medium,545,14,46-55,Middle,Makassar,Red-Bold,Lifestyle,Urgent,Fun,free_gift,0.361,6.7,0.1026,0.115,0.11,6.1,26,Free_Gift campaign for Nivea Beauty targeting 46-55 demographic in Makassar,75,Medium-High,High
PROMO157,CASHBACK 40% - Best Deal!,digital,Snacks,PepsiCo,mass,PEP-SNA-886,2024-Q3,awareness,low,56,7,46-55,Middle,Medan,Black-Elegant,Family,Playful,Caring,cashback,0.148,3.7,0.0175,0.091,0.101,3.8,25,Cashback campaign for PepsiCo Snacks targeting 46-55 demographic in Medan,73,Low,Medium-Low
PROMO158,CASHBACK SPECIAL - Hari Ini Saja!,digital,Home Care,P&G,mass,P&G-HOM-544,2025-Q1,conversion,high,3933,60,26-35,Upper-Middle,Jakarta,Black-Elegant,Minimalist,Friendly,Exciting,cashback,0.617,8.0,0.0381,0.033,0.121,9.9,33,Cashback campaign for P&G Home Care targeting 26-35 demographic in Jakarta,74,High,High
PROMO159,DISKON 70% - Hari Ini Saja!,flyer,Beauty,L'Oréal,mass,L'O-BEA-874,2025-Q2,upselling,low,453,60,55+,Low,Bandung,Yellow-Energy,Lifestyle,Professional,Fun,discount,0.18,2.4,0.0333,0.068,0.054,2.8,27,Discount campaign for L'Oréal Beauty targeting 55+ demographic in Bandung,73,Low,Low
PROMO160,SPECIAL 70% DISCOUNT - Weekend Special!,digital,Snacks,Mondelez,premium,MON-SNA-488,2025-Q2,acquisition,medium,1806,45,46-55,Upper-Middle,Semarang,Orange-Warm,Family,Playful,Exciting,discount,0.521,6.7,0.0723,0.041,0.13,7.3,39,Discount campaign for Mondelez Snacks targeting 46-55 demographic in Semarang,77,High,High
PROMO161,KOMPETISI Kirim Video - Total 100 Juta!,in-store,Beauty,Mustika Ratu,economy,MUS-BEA-956,2025-Q2,upselling,low,342,60,18-25,Middle,Surabaya,Yellow-Energy,Lifestyle,Urgent,Exciting,contest,0.104,2.4,0.0174,0.045,0.069,2.3,39,Contest campaign for Mustika Ratu Beauty targeting 18-25 demographic in Surabaya,80,Low,Low
PROMO162,DISKON 25% - Jangan Terlewat!,in-store,Beauty,Nivea,mass,NIV-BEA-494,2025-Q2,awareness,medium,973,45,36-45,Low,Medan,Orange-Warm,Product-Focus,Urgent,Serious,discount,0.294,2.9,0.0496,0.082,0.183,3.5,29,Discount campaign for Nivea Beauty targeting 36-45 demographic in Medan,71,Medium-High,Low
PROMO163,KOMPETISI Share Post - Grand Prize!,digital,Beverages,Aqua,mass,AQU-BEV-945,2024-Q4,upselling,medium,1796,30,36-45,Upper-Middle,Depok,Green-Fresh,Festival,Professional,Premium,contest,0.312,3.8,0.0146,0.065,0.203,3.1,35,Contest campaign for Aqua Beverages targeting 36-45 demographic in Depok,72,Medium-High,Medium-Low
PROMO164,BUNDLE DEAL - Mega Hemat!,tv,Beauty,L'Oréal,premium,L'O-BEA-138,2025-Q1,acquisition,high,3267,7,18-25,Upper-Middle,Depok,Orange-Warm,Animation,Authoritative,Fun,bundle,0.8,8.0,0.079,0.25,0.169,9.2,25,Bundle campaign for L'Oréal Beauty targeting 18-25 demographic in Depok,71,High,High
PROMO165,BUNDLE DEAL - Super Value!,digital,Personal Care,Lux,mass,LUX-PER-988,2024-Q3,retention,high,5557,30,46-55,Low,Jakarta,Black-Elegant,Family,Professional,Caring,bundle,0.326,4.3,0.0908,0.119,0.155,4.8,26,Bundle campaign for Lux Personal Care targeting 46-55 demographic in Jakarta,76,Medium-High,Medium-Low
PROMO166,CONTEST Video TikTok - Voucher 1 Juta!,in-store,Snacks,Chitato,premium,CHI-SNA-184,2024-Q3,upselling,premium,18663,21,55+,Low,Medan,Yellow-Energy,Family,Playful,Trustworthy,contest,0.526,7.8,0.0566,0.189,0.238,6.5,38,Contest campaign for Chitato Snacks targeting 55+ demographic in Medan,70,High,High
PROMO167,MENANG Smartphone - Upload Foto!,digital,Personal Care,Lifebuoy,mass,LIF-PER-708,2024-Q3,awareness,medium,1156,21,18-25,Low,Palembang,Yellow-Energy,Family,Professional,Trustworthy,contest,0.4,3.2,0.0918,0.094,0.104,3.3,32,Contest campaign for Lifebuoy Personal Care targeting 18-25 demographic in Palembang,84,Medium-High,Low
PROMO168,GRATIS Tumbler - Pembelian Minimal!,flyer,Beverages,Mayora,economy,MAY-BEV-316,2025-Q1,upselling,high,8062,45,18-25,Upper-Middle,Tangerang,Yellow-Energy,Product-Focus,Professional,Trustworthy,free_gift,0.234,3.4,0.0553,0.088,0.157,3.8,35,Free_Gift campaign for Mayora Beverages targeting 18-25 demographic in Tangerang,80,Medium-Low,Medium-Low
PROMO169,GRATIS Tumbler - Member Khusus!,tv,Health Supplements,Yakult,mass,YAK-HEA-826,2025-Q1,awareness,medium,1279,45,18-25,Low,Semarang,Black-Elegant,Minimalist,Playful,Trustworthy,free_gift,0.28,4.5,0.0357,0.208,0.334,3.7,31,Free_Gift campaign for Yakult Health Supplements targeting 18-25 demographic in Semarang,88,Medium-Low,Medium-High
PROMO170,BONUS Tumbler - Super Value!,radio,Beverages,Teh Botol Sosro,mass,TEH-BEV-386,2025-Q1,conversion,low,65,45,26-35,Upper-Middle,Jakarta,Purple-Premium,Family,Playful,Caring,free_gift,0.296,4.2,0.0163,0.068,0.168,3.4,28,Free_Gift campaign for Teh Botol Sosro Beverages targeting 26-35 demographic in Jakarta,87,Medium-High,Medium-Low
PROMO171,KOMPETISI Upload Foto - Grand Prize!,digital,Personal Care,Unilever,mass,UNI-PER-425,2025-Q1,conversion,low,339,14,26-35,Upper-Middle,Depok,Blue-Trust,Celebrity,Friendly,Serious,contest,0.393,3.7,0.0717,0.14,0.229,3.7,36,Contest campaign for Unilever Personal Care targeting 26-35 demographic in Depok,80,Medium-High,Medium-Low
PROMO172,MENANG Smartphone - Upload Foto!,flyer,Condiments,Indofood,mass,IND-CON-588,2024-Q3,conversion,medium,1909,90,26-35,Middle,Medan,Purple-Premium,Product-Focus,Professional,Exciting,contest,0.367,4.4,0.0259,0.102,0.046,4.6,32,Contest campaign for Indofood Condiments targeting 26-35 demographic in Medan,77,Medium-High,Medium-Low
PROMO173,CASHBACK 20% - Super Value!,digital,Instant Noodles,Indomie,premium,IND-INS-489,2024-Q4,retention,low,426,90,36-45,High,Medan,Yellow-Energy,Celebrity,Urgent,Fun,cashback,0.168,2.7,0.0192,0.138,0.147,3.0,27,Cashback campaign for Indomie Instant Noodles targeting 36-45 demographic in Medan,82,Low,Low
PROMO174,SALE 50% OFF - L'Oréal Personal Care!,in-store,Personal Care,L'Oréal,premium,L'O-PER-215,2025-Q2,upselling,low,419,45,55+,Middle,Tangerang,Black-Elegant,Minimalist,Playful,Exciting,discount,0.166,3.5,0.0497,0.128,0.118,3.6,37,Discount campaign for L'Oréal Personal Care targeting 55+ demographic in Tangerang,82,Low,Medium-Low
PROMO175,MENANG Voucher 1 Juta - Kirim Video!,in-store,Beauty,Mustika Ratu,economy,MUS-BEA-775,2024-Q3,acquisition,low,339,90,26-35,High,Depok,Yellow-Energy,Product-Focus,Friendly,Friendly,contest,0.273,3.0,0.0168,0.015,0.143,2.4,36,Contest campaign for Mustika Ratu Beauty targeting 26-35 demographic in Depok,77,Medium-Low,Low
PROMO176,BUNDLE DEAL - Super Value!,digital,Dairy,Ultra Milk,premium,ULT-DAI-181,2024-Q3,conversion,high,5359,30,46-55,Middle,Medan,Orange-Warm,Minimalist,Playful,Premium,bundle,0.8,8.0,0.12,0.25,0.4,8.7,26,Bundle campaign for Ultra Milk Dairy targeting 46-55 demographic in Medan,73,High,High
PROMO177,BELI 1 GRATIS 1 - Hemat Lebih!,in-store,Detergent,Wings,premium,WIN-DET-906,2024-Q4,retention,medium,1718,45,26-35,Middle,Semarang,Orange-Warm,Minimalist,Emotional,Serious,bogo,0.28,3.4,0.0567,0.132,0.292,4.0,30,Bogo campaign for Wings Detergent targeting 26-35 demographic in Semarang,73,Medium-Low,Medium-Low
PROMO178,BUNDLE DEAL - Hemat Lebih!,digital,Personal Care,Mustika Ratu,premium,MUS-PER-841,2025-Q1,retention,premium,15745,30,55+,Low,Surabaya,Orange-Warm,Minimalist,Emotional,Fun,bundle,0.504,6.1,0.0924,0.25,0.229,5.2,26,Bundle campaign for Mustika Ratu Personal Care targeting 55+ demographic in Surabaya,84,High,High
PROMO179,PAKET HEMAT - PepsiCo + Bonus Pack!,outdoor,Snacks,PepsiCo,mass,PEP-SNA-111,2024-Q3,retention,medium,1805,14,46-55,High,Jakarta,Green-Fresh,Family,Authoritative,Caring,bundle,0.107,1.7,0.0215,0.035,0.041,1.4,35,Bundle campaign for PepsiCo Snacks targeting 46-55 demographic in Jakarta,73,Low,Low
PROMO180,DISKON 40% - Terbatas!,in-store,Beverages,Aqua,mass,AQU-BEV-633,2024-Q3,retention,medium,614,90,46-55,Upper-Middle,Tangerang,Black-Elegant,Festival,Playful,Serious,discount,0.248,2.6,0.0369,0.108,0.094,3.1,22,Discount campaign for Aqua Beverages targeting 46-55 demographic in Tangerang,77,Medium-Low,Low
PROMO181,PAKET HEMAT - Johnson & Johnson + Travel Size!,digital,Personal Care,Johnson & Johnson,premium,JOH-PER-637,2025-Q2,conversion,medium,1119,14,36-45,High,Surabaya,Yellow-Energy,Lifestyle,Professional,Premium,bundle,0.68,5.1,0.0612,0.209,0.373,5.0,46,Bundle campaign for Johnson & Johnson Personal Care targeting 36-45 demographic in Surabaya,91,High,Medium-High
PROMO182,SPECIAL 20% DISCOUNT - Limited Time!,digital,Baby Care,Johnson & Johnson,premium,JOH-BAB-578,2024-Q4,conversion,premium,15706,21,18-25,Low,Semarang,Red-Bold,Minimalist,Authoritative,Caring,discount,0.8,8.0,0.12,0.117,0.4,8.7,36,Discount campaign for Johnson & Johnson Baby Care targeting 18-25 demographic in Semarang,89,High,High
PROMO183,BUY 2 GET 2 FREE - Kalbe Health Supplements!,digital,Health Supplements,Kalbe,economy,KAL-HEA-821,2024-Q3,awareness,medium,1055,14,55+,Low,Medan,Orange-Warm,Family,Authoritative,Friendly,bogo,0.261,3.1,0.0251,0.041,0.09,2.7,44,Bogo campaign for Kalbe Health Supplements targeting 55+ demographic in Medan,77,Medium-Low,Low
PROMO184,SALE 10% OFF - PepsiCo Beverages!,in-store,Beverages,PepsiCo,mass,PEP-BEV-932,2025-Q1,upselling,high,3079,7,36-45,Middle,Depok,Red-Bold,Festival,Playful,Fun,discount,0.347,4.4,0.0183,0.19,0.295,5.2,33,Discount campaign for PepsiCo Beverages targeting 36-45 demographic in Depok,76,Medium-High,Medium-Low
PROMO185,FREE Sample - Flash Sale!,digital,Personal Care,Lux,mass,LUX-PER-669,2025-Q1,acquisition,low,104,21,36-45,Middle,Depok,Red-Bold,Celebrity,Emotional,Caring,free_gift,0.431,3.7,0.0362,0.114,0.182,3.2,25,Free_Gift campaign for Lux Personal Care targeting 36-45 demographic in Depok,77,High,Medium-Low
PROMO186,GRATIS Sticker - Pelanggan Setia!,in-store,Snacks,Indofood,economy,IND-SNA-941,2025-Q2,upselling,medium,1636,7,55+,High,Surabaya,Orange-Warm,Animation,Playful,Friendly,free_gift,0.218,2.5,0.0205,0.072,0.135,2.6,33,Free_Gift campaign for Indofood Snacks targeting 55+ demographic in Surabaya,76,Medium-Low,Low
PROMO187,FREE Tas - Akhir Bulan!,in-store,Personal Care,Dove,mass,DOV-PER-795,2024-Q4,awareness,medium,1667,90,55+,High,Medan,Blue-Trust,Minimalist,Professional,Friendly,free_gift,0.168,3.8,0.0286,0.037,0.228,4.5,23,Free_Gift campaign for Dove Personal Care targeting 55+ demographic in Medan,76,Low,Medium-Low
PROMO188,FREE Tumbler - Flash Sale!,in-store,Personal Care,Johnson & Johnson,mass,JOH-PER-277,2024-Q3,awareness,medium,932,60,46-55,Upper-Middle,Palembang,Yellow-Energy,Celebrity,Playful,Fun,free_gift,0.322,3.7,0.0559,0.092,0.067,3.6,26,Free_Gift campaign for Johnson & Johnson Personal Care targeting 46-55 demographic in Palembang,95,Medium-High,Medium-Low
PROMO189,MENANG Voucher 1 Juta - Kirim Video!,digital,Personal Care,Lifebuoy,mass,LIF-PER-463,2024-Q3,retention,high,5686,30,46-55,Middle,Tangerang,Orange-Warm,Celebrity,Authoritative,Caring,contest,0.243,3.7,0.0946,0.132,0.103,3.3,36,Contest campaign for Lifebuoy Personal Care targeting 46-55 demographic in Tangerang,84,Medium-Low,Medium-Low
PROMO190,KOMPETISI Kirim Video - Grand Prize!,in-store,Personal Care,Unilever,premium,UNI-PER-745,2024-Q4,upselling,medium,1002,30,36-45,High,Depok,Red-Bold,Animation,Authoritative,Exciting,contest,0.328,3.8,0.0905,0.11,0.19,3.9,36,Contest campaign for Unilever Personal Care targeting 36-45 demographic in Depok,80,Medium-High,Medium-Low
PROMO191,SPECIAL 70% DISCOUNT - Limited Time!,digital,Condiments,Indofood,economy,IND-CON-127,2024-Q4,upselling,low,427,45,55+,Middle,Bekasi,Red-Bold,Minimalist,Professional,Caring,discount,0.21,2.6,0.0441,0.072,0.079,3.0,36,Discount campaign for Indofood Condiments targeting 55+ demographic in Bekasi,77,Low,Low
PROMO192,BUNDLE DEAL - Super Value!,in-store,Snacks,PepsiCo,premium,PEP-SNA-843,2025-Q2,retention,low,388,30,55+,Middle,Tangerang,Black-Elegant,Celebrity,Playful,Trustworthy,bundle,0.228,3.1,0.0723,0.138,0.199,3.5,26,Bundle campaign for PepsiCo Snacks targeting 55+ demographic in Tangerang,73,Medium-Low,Low
PROMO193,DISKON 20% - Jangan Terlewat!,flyer,Beauty,Wardah,economy,WAR-BEA-642,2025-Q2,awareness,medium,1889,21,55+,High,Jakarta,Green-Fresh,Festival,Playful,Premium,discount,0.185,2.3,0.0341,0.075,0.052,2.6,29,Discount campaign for Wardah Beauty targeting 55+ demographic in Jakarta,72,Low,Low
PROMO194,CONTEST Story Instagram - Smartphone!,digital,Health Supplements,Kalbe,premium,KAL-HEA-206,2025-Q2,retention,premium,16402,45,36-45,Low,Jakarta,Black-Elegant,Product-Focus,Urgent,Premium,contest,0.54,4.8,0.12,0.086,0.274,5.2,37,Contest campaign for Kalbe Health Supplements targeting 36-45 demographic in Jakarta,84,High,Medium-High
PROMO195,DISKON 25% - Stok Terbatas!,digital,Beauty,Dove,mass,DOV-BEA-431,2024-Q4,retention,low,444,90,18-25,High,Semarang,Black-Elegant,Celebrity,Emotional,Serious,discount,0.119,3.1,0.0655,0.083,0.049,2.8,27,Discount campaign for Dove Beauty targeting 18-25 demographic in Semarang,73,Low,Low
PROMO196,HEMAT 30% - Mega Hemat!,digital,Beverages,Nestlé,mass,NES-BEV-356,2024-Q3,awareness,medium,1670,60,18-25,High,Semarang,Red-Bold,Product-Focus,Urgent,Exciting,discount,0.328,4.8,0.0651,0.065,0.212,4.8,23,Discount campaign for Nestlé Beverages targeting 18-25 demographic in Semarang,78,Medium-High,Medium-High
PROMO197,SPECIAL 30% DISCOUNT - Limited Time!,digital,Personal Care,Dove,economy,DOV-PER-192,2024-Q4,conversion,medium,1794,60,18-25,Upper-Middle,Makassar,Purple-Premium,Family,Playful,Exciting,discount,0.417,3.2,0.0607,0.087,0.233,3.0,36,Discount campaign for Dove Personal Care targeting 18-25 demographic in Makassar,80,High,Low
PROMO198,SPECIAL 25% DISCOUNT - Akhir Bulan!,digital,Personal Care,Colgate,mass,COL-PER-646,2024-Q3,retention,medium,1130,30,26-35,High,Palembang,Red-Bold,Festival,Authoritative,Serious,discount,0.234,4.1,0.0206,0.17,0.225,3.4,35,Discount campaign for Colgate Personal Care targeting 26-35 demographic in Palembang,84,Medium-Low,Medium-Low
PROMO199,SALE 70% OFF - Dove Personal Care!,digital,Personal Care,Dove,premium,DOV-PER-955,2025-Q2,retention,high,7007,14,18-25,Middle,Jakarta,Green-Fresh,Festival,Urgent,Premium,discount,0.294,6.2,0.0298,0.194,0.242,6.5,34,Discount campaign for Dove Personal Care targeting 18-25 demographic in Jakarta,79,Medium-High,High
PROMO200,KOMPETISI Upload Foto - Hadiah Mingguan!,digital,Instant Noodles,Indofood,mass,IND-INS-967,2025-Q2,awareness,high,2818,90,36-45,Middle,Tangerang,Blue-Trust,Animation,Urgent,Trustworthy,contest,0.248,5.9,0.12,0.228,0.312,5.1,40,Contest campaign for Indofood Instant Noodles targeting 36-45 demographic in Tangerang,86,Medium-Low,High
